cdate,aname,fdust,ufdust,ufdust_grade,nd,nd_pass
20180101,CENTER,32,18,normal,0.027999999999999997,1
20180101,ES,52,23,normal,0.027999999999999997,1
20180101,ES,49,24,normal,0.031,1
20180101,ES,34,22,normal,0.033,1
20180101,WS,37,21,normal,0.037000000000000005,1
20180101,WS,39,21,normal,0.036000000000000004,1
20180101,WS,38,23,normal,0.036000000000000004,1
20180101,WS,40,19,normal,0.035,1
20180101,WS,47,24,normal,0.03,1
20180101,WS,47,28,normal,0.025,1
20180101,WS,0,13,good,0.036000000000000004,1
20180101,EN,42,21,normal,0.034,1
20180101,ES,48,24,normal,0.038,1
20180101,EN,38,18,normal,0.026000000000000002,1
20180101,EN,44,22,normal,0.028999999999999998,1
20180101,EN,43,19,normal,0.04,1
20180101,EN,46,20,normal,0.031,1
20180101,EN,48,22,normal,0.036000000000000004,1
20180101,EN,47,23,normal,0.032,1
20180101,EN,41,21,normal,0.037000000000000005,1
20180101,WN,39,21,normal,0.033,1
20180101,WN,41,21,normal,0.017,1
20180101,CENTER,38,18,normal,0.028999999999999998,1
20180101,CENTER,34,17,normal,0.028999999999999998,1
20180102,ES,46,25,normal,0.040999999999999995,1
20180102,ES,53,27,normal,0.033,1
20180102,ES,50,26,normal,0.032,1
20180102,ES,34,25,normal,0.039,1
20180102,WS,39,24,normal,0.038,1
20180102,WS,39,24,normal,0.039,1
20180102,WS,37,24,normal,0.042,1
20180102,WS,43,24,normal,0.045,1
20180102,WS,48,25,normal,0.037000000000000005,1
20180102,WS,46,29,normal,0.024,1
20180102,WS,23,15,good,0.037000000000000005,1
20180102,EN,41,22,normal,0.033,1
20180102,EN,32,16,normal,0.027999999999999997,1
20180102,EN,42,22,normal,0.033,1
20180102,EN,43,20,normal,0.040999999999999995,1
20180102,EN,43,21,normal,0.043,1
20180102,EN,46,22,normal,0.042,1
20180102,EN,42,23,normal,0.033,1
20180102,EN,44,25,normal,0.043,1
20180102,WN,40,24,normal,0.043,1
20180102,WN,40,21,normal,0.021,1
20180102,CENTER,38,21,normal,0.038,1
20180102,CENTER,36,22,normal,0.044000000000000004,1
20180102,CENTER,33,20,normal,0.037000000000000005,1
20180103,CENTER,31,19,normal,0.025,1
20180103,ES,39,20,normal,0.027999999999999997,1
20180103,ES,40,20,normal,0.022000000000000002,1
20180103,ES,40,20,normal,0.019,1
20180103,ES,28,20,normal,0.027000000000000003,1
20180103,WS,33,18,normal,0.022000000000000002,1
20180103,WS,33,19,normal,0.026000000000000002,1
20180103,WS,30,18,normal,0.025,1
20180103,WS,39,18,normal,0.026000000000000002,1
20180103,WS,40,21,normal,0.024,1
20180103,WS,39,24,normal,0.016,1
20180103,WS,33,15,good,0.02,1
20180103,EN,36,19,normal,0.018000000000000002,1
20180103,EN,30,14,good,0.016,1
20180103,EN,34,20,normal,0.013999999999999999,1
20180103,EN,37,17,normal,0.024,1
20180103,EN,37,19,normal,0.024,1
20180103,EN,39,21,normal,0.025,1
20180103,EN,37,21,normal,0.024,1
20180103,EN,34,18,normal,0.026000000000000002,1
20180103,WN,33,18,normal,0.021,1
20180103,CENTER,30,18,normal,0.021,1
20180103,WN,39,22,normal,0.024,1
20180103,CENTER,36,17,normal,0.025,1
20180104,CENTER,38,24,normal,0.036000000000000004,1
20180104,ES,55,28,normal,0.036000000000000004,1
20180104,ES,57,26,normal,0.028999999999999998,1
20180104,ES,52,26,normal,0.034,1
20180104,ES,34,26,normal,0.037000000000000005,1
20180104,WS,39,23,normal,0.033,1
20180104,WS,42,25,normal,0.038,1
20180104,WS,41,26,normal,0.039,1
20180104,WS,49,27,normal,0.042,1
20180104,WS,49,25,normal,0.031,1
20180104,WS,48,28,normal,0.024,1
20180104,WS,61,27,normal,0.034,1
20180104,EN,47,26,normal,0.031,1
20180104,EN,39,20,normal,0.031,1
20180104,EN,48,26,normal,0.035,1
20180104,EN,47,22,normal,0.038,1
20180104,EN,48,23,normal,0.039,1
20180104,EN,51,26,normal,0.033,1
20180104,EN,46,25,normal,0.032,1
20180104,EN,43,24,normal,0.033,1
20180104,WN,45,25,normal,0.036000000000000004,1
20180104,WN,38,21,normal,0.03,1
20180104,CENTER,41,23,normal,0.036000000000000004,1
20180104,CENTER,39,24,normal,0.037000000000000005,1
20180105,CENTER,48,33,normal,0.044000000000000004,1
20180105,ES,67,45,bad,0.049,1
20180105,ES,65,36,bad,0.038,1
20180105,ES,60,37,bad,0.036000000000000004,1
20180105,ES,46,37,bad,0.044000000000000004,1
20180105,WS,51,36,bad,0.04,1
20180105,WS,49,34,normal,0.044000000000000004,1
20180105,WS,48,36,bad,0.040999999999999995,1
20180105,WS,53,34,normal,0.043,1
20180105,WS,61,40,bad,0.034,1
20180105,WS,61,42,bad,0.027999999999999997,1
20180105,WS,74,40,bad,0.043,1
20180105,EN,63,40,bad,0.044000000000000004,1
20180105,EN,56,34,normal,0.042,1
20180105,EN,65,41,bad,0.039,1
20180105,EN,63,36,bad,0.043,1
20180105,EN,65,36,bad,0.049,1
20180105,EN,67,39,bad,0.048,1
20180105,EN,59,37,bad,0.040999999999999995,1
20180105,EN,64,40,bad,0.048,1
20180105,WN,55,36,bad,0.043,1
20180105,WN,52,31,normal,0.043,1
20180105,CENTER,50,35,normal,0.043,1
20180105,CENTER,51,35,normal,0.048,1
20180106,EN,42,26,normal,0.031,1
20180106,ES,63,44,bad,0.051,0
20180106,ES,60,29,normal,0.04,1
20180106,ES,52,35,normal,0.034,1
20180106,ES,35,30,normal,0.037000000000000005,1
20180106,WS,42,31,normal,0.038,1
20180106,WS,43,31,normal,0.04,1
20180106,WS,44,34,normal,0.040999999999999995,1
20180106,WS,47,30,normal,0.04,1
20180106,WS,53,36,bad,0.034,1
20180106,WS,55,39,bad,0.026000000000000002,1
20180106,WS,50,33,normal,0.037000000000000005,1
20180106,EN,49,31,normal,0.040999999999999995,1
20180106,EN,52,36,bad,0.034,1
20180106,EN,51,34,normal,0.042,1
20180106,EN,50,31,normal,0.036000000000000004,1
20180106,EN,52,34,normal,0.043,1
20180106,EN,46,30,normal,0.033,1
20180106,EN,54,34,normal,0.046,1
20180106,WN,45,32,normal,0.035,1
20180106,WN,45,31,normal,0.035,1
20180106,CENTER,44,26,normal,0.033,1
20180106,CENTER,38,27,normal,0.034,1
20180106,CENTER,38,26,normal,0.033,1
20180107,EN,57,39,bad,0.048,1
20180107,ES,57,45,bad,0.049,1
20180107,ES,57,31,normal,0.040999999999999995,1
20180107,ES,62,43,bad,0.044000000000000004,1
20180107,ES,46,42,bad,0.048,1
20180107,WS,53,41,bad,0.053,0
20180107,WS,53,40,bad,0.055,0
20180107,WS,54,45,bad,0.054000000000000006,0
20180107,WS,59,44,bad,0.057,0
20180107,WS,58,44,bad,0.043,1
20180107,WS,62,43,bad,0.034,1
20180107,WS,67,45,bad,0.055999999999999994,0
20180107,EN,49,31,normal,0.047,1
20180107,EN,56,39,bad,0.05,1
20180107,EN,55,41,bad,0.052000000000000005,0
20180107,EN,57,38,bad,0.057,0
20180107,EN,55,37,bad,0.045,1
20180107,EN,55,41,bad,0.042,1
20180107,EN,58,39,bad,0.048,1
20180107,WN,55,39,bad,0.051,0
20180107,WN,44,33,normal,0.049,1
20180107,CENTER,53,37,bad,0.045,1
20180107,CENTER,47,36,bad,0.053,0
20180107,CENTER,46,35,normal,0.049,1
20180108,CENTER,56,41,bad,0.047,1
20180108,ES,55,41,bad,0.051,0
20180108,ES,54,36,bad,0.043,1
20180108,ES,67,47,bad,0.039,1
20180108,ES,52,44,bad,0.05,1
20180108,WS,54,42,bad,0.045,1
20180108,WS,58,43,bad,0.048,1
20180108,WS,55,47,bad,0.048,1
20180108,WS,59,46,bad,0.05,1
20180108,WS,62,42,bad,0.039,1
20180108,WS,65,43,bad,0.03,1
20180108,WS,62,44,bad,0.045,1
20180108,CENTER,49,37,bad,0.053,0
20180108,EN,61,43,bad,0.047,1
20180108,CENTER,52,40,bad,0.048,1
20180108,EN,51,33,normal,0.045,1
20180108,EN,57,39,bad,0.044000000000000004,1
20180108,EN,54,39,bad,0.046,1
20180108,EN,58,36,bad,0.055,0
20180108,EN,55,39,bad,0.052000000000000005,0
20180108,EN,57,39,bad,0.044000000000000004,1
20180108,EN,64,42,bad,0.052000000000000005,0
20180108,WN,61,44,bad,0.049,1
20180108,WN,51,33,normal,0.047,1
20180109,CENTER,37,19,normal,0.016,1
20180109,ES,47,23,normal,0.019,1
20180109,ES,48,21,normal,0.015,1
20180109,ES,48,23,normal,0.016,1
20180109,ES,36,20,normal,0.02,1
20180109,WS,36,19,normal,0.02,1
20180109,WS,40,20,normal,0.021,1
20180109,WS,37,22,normal,0.02,1
20180109,WS,43,21,normal,0.019,1
20180109,WS,46,23,normal,0.02,1
20180109,WS,47,24,normal,0.013999999999999999,1
20180109,WS,38,21,normal,0.019,1
20180109,EN,42,20,normal,0.013000000000000001,1
20180109,EN,40,17,normal,0.01,1
20180109,EN,46,19,normal,0.01,1
20180109,EN,43,22,normal,0.016,1
20180109,EN,48,19,normal,0.018000000000000002,1
20180109,EN,48,24,normal,0.018000000000000002,1
20180109,EN,46,21,normal,0.018000000000000002,1
20180109,EN,45,20,normal,0.019,1
20180109,WN,40,21,normal,0.019,1
20180109,WN,48,21,normal,0.02,1
20180109,CENTER,40,19,normal,0.018000000000000002,1
20180109,CENTER,37,19,normal,0.021,1
20180110,CENTER,28,12,good,0.015,1
20180110,ES,38,16,normal,0.019,1
20180110,ES,36,11,good,0.015,1
20180110,ES,37,15,good,0.013999999999999999,1
20180110,ES,28,13,good,0.018000000000000002,1
20180110,WS,30,13,good,0.022000000000000002,1
20180110,WS,33,14,good,0.021,1
20180110,WS,29,14,good,0.021,1
20180110,WS,33,13,good,0.019,1
20180110,WS,39,18,normal,0.021,1
20180110,WS,38,19,normal,0.015,1
20180110,WS,29,16,normal,0.02,1
20180110,EN,34,13,good,0.015,1
20180110,EN,31,9,good,0.009000000000000001,1
20180110,EN,37,14,good,0.01,1
20180110,EN,35,13,good,0.015,1
20180110,EN,38,14,good,0.016,1
20180110,EN,42,17,normal,0.017,1
20180110,EN,36,15,good,0.016,1
20180110,EN,32,13,good,0.018000000000000002,1
20180110,WN,30,15,good,0.018000000000000002,1
20180110,WN,40,16,normal,0.019,1
20180110,CENTER,32,13,good,0.019,1
20180110,CENTER,27,13,good,0.019,1
20180111,EN,28,17,normal,0.01,1
20180111,ES,35,25,normal,0.019,1
20180111,ES,35,19,normal,0.015,1
20180111,ES,36,25,normal,0.015,1
20180111,ES,26,23,normal,0.02,1
20180111,WS,30,24,normal,0.019,1
20180111,WS,31,22,normal,0.021,1
20180111,WS,30,22,normal,0.02,1
20180111,WS,35,24,normal,0.018000000000000002,1
20180111,WS,38,26,normal,0.019,1
20180111,WS,37,27,normal,0.013000000000000001,1
20180111,WS,31,23,normal,0.018000000000000002,1
20180111,EN,34,22,normal,0.013999999999999999,1
20180111,EN,33,23,normal,0.01,1
20180111,EN,32,23,normal,0.016,1
20180111,EN,37,23,normal,0.018000000000000002,1
20180111,EN,38,27,normal,0.018000000000000002,1
20180111,EN,34,24,normal,0.017,1
20180111,EN,34,23,normal,0.019,1
20180111,WN,31,23,normal,0.018000000000000002,1
20180111,WN,37,25,normal,0.018000000000000002,1
20180111,CENTER,34,23,normal,0.018000000000000002,1
20180111,CENTER,30,22,normal,0.02,1
20180111,CENTER,29,22,normal,0.016,1
20180112,EN,25,15,good,0.027000000000000003,1
20180112,ES,26,17,normal,0.035,1
20180112,ES,25,14,good,0.026000000000000002,1
20180112,ES,27,17,normal,0.027000000000000003,1
20180112,ES,20,16,normal,0.03,1
20180112,WS,24,16,normal,0.03,1
20180112,WS,27,19,normal,0.049,1
20180112,WS,26,17,normal,0.033,1
20180112,WS,27,16,normal,0.031,1
20180112,WS,28,19,normal,0.027999999999999997,1
20180112,WS,29,18,normal,0.02,1
20180112,WS,27,19,normal,0.03,1
20180112,EN,16,9,good,0.021,1
20180112,EN,22,14,good,0.022000000000000002,1
20180112,EN,23,15,good,0.03,1
20180112,EN,25,15,good,0.028999999999999998,1
20180112,EN,28,16,normal,0.033,1
20180112,EN,24,16,normal,0.026000000000000002,1
20180112,EN,24,15,good,0.031,1
20180112,WN,23,15,good,0.027999999999999997,1
20180112,WN,24,15,good,0.026000000000000002,1
20180112,CENTER,22,12,good,0.028999999999999998,1
20180112,CENTER,21,14,good,0.03,1
20180112,CENTER,20,14,good,0.026000000000000002,1
20180113,CENTER,51,35,normal,0.048,1
20180113,ES,50,39,bad,0.051,0
20180113,ES,48,25,normal,0.044000000000000004,1
20180113,ES,57,43,bad,0.043,1
20180113,ES,44,43,bad,0.049,1
20180113,WS,51,41,bad,0.053,0
20180113,WS,52,42,bad,0.052000000000000005,0
20180113,WS,52,44,bad,0.055,0
20180113,WS,54,45,bad,0.053,0
20180113,WS,53,42,bad,0.043,1
20180113,WS,54,41,bad,0.032,1
20180113,WS,58,45,bad,0.059000000000000004,0
20180113,CENTER,48,37,bad,0.055,0
20180113,EN,54,37,bad,0.051,0
20180113,CENTER,54,40,bad,0.053,0
20180113,EN,54,34,normal,0.055,0
20180113,EN,52,37,bad,0.051,0
20180113,EN,53,39,bad,0.052000000000000005,0
20180113,EN,59,35,normal,0.06,0
20180113,EN,53,36,bad,0.047,1
20180113,EN,51,39,bad,0.044000000000000004,1
20180113,EN,54,36,bad,0.049,1
20180113,WN,56,41,bad,0.054000000000000006,0
20180113,WN,93,10,good,0.047,1
20180113,WN,51,37,bad,0.053,0
20180114,EN,77,57,bad,0.047,1
20180114,ES,70,55,bad,0.040999999999999995,1
20180114,ES,65,37,bad,0.034,1
20180114,ES,75,53,bad,0.032,1
20180114,ES,63,58,bad,0.037000000000000005,1
20180114,WS,66,57,bad,0.042,1
20180114,WS,68,55,bad,0.039,1
20180114,WS,63,56,bad,0.043,1
20180114,WS,70,61,bad,0.043,1
20180114,WS,69,52,bad,0.034,1
20180114,WS,69,53,bad,0.027000000000000003,1
20180114,WS,71,58,bad,0.047,1
20180114,EN,74,49,bad,0.044000000000000004,1
20180114,EN,72,48,bad,0.047,1
20180114,EN,68,55,bad,0.045,1
20180114,EN,76,49,bad,0.049,1
20180114,EN,72,51,bad,0.038,1
20180114,EN,66,52,bad,0.036000000000000004,1
20180114,EN,74,52,bad,0.040999999999999995,1
20180114,WN,70,53,bad,0.04,1
20180114,WN,75,36,bad,0.037000000000000005,1
20180114,WN,61,46,bad,0.034,1
20180114,CENTER,68,57,bad,0.04,1
20180114,CENTER,64,50,bad,0.045,1
20180114,CENTER,67,54,bad,0.044000000000000004,1
20180115,CENTER,63,45,bad,0.051,0
20180115,ES,67,47,bad,0.057999999999999996,0
20180115,ES,62,44,bad,0.045,1
20180115,ES,74,49,bad,0.04,1
20180115,ES,62,51,bad,0.048,1
20180115,WS,67,52,bad,0.046,1
20180115,WS,69,49,bad,0.045,1
20180115,WS,70,56,bad,0.048,1
20180115,WS,66,49,bad,0.044000000000000004,1
20180115,WS,74,53,bad,0.04,1
20180115,WS,79,56,bad,0.031,1
20180115,WS,75,57,bad,0.05,1
20180115,EN,64,42,bad,0.051,0
20180115,EN,59,36,bad,0.043,1
20180115,EN,67,44,bad,0.047,1
20180115,EN,54,50,bad,0.052000000000000005,0
20180115,EN,77,48,bad,0.06,0
20180115,EN,71,46,bad,0.053,0
20180115,EN,70,52,bad,0.047,1
20180115,EN,72,45,bad,0.055,0
20180115,WN,75,51,bad,0.046,1
20180115,WN,83,42,bad,0.043,1
20180115,WN,64,44,bad,0.049,1
20180115,CENTER,67,52,bad,0.046,1
20180115,CENTER,63,45,bad,0.053,0
20180116,EN,111,72,bad,0.07200000000000001,0
20180116,ES,109,83,terrible,0.06,0
20180116,ES,104,72,bad,0.055999999999999994,0
20180116,ES,127,90,terrible,0.061,0
20180116,ES,89,78,terrible,0.066,0
20180116,WS,112,97,terrible,0.076,0
20180116,WS,117,92,terrible,0.073,0
20180116,WS,109,97,terrible,0.079,0
20180116,WS,117,103,terrible,0.081,0
20180116,WS,122,89,terrible,0.062,0
20180116,WS,133,99,terrible,0.046,1
20180116,WS,118,96,terrible,0.08,0
20180116,EN,114,81,terrible,0.07,0
20180116,EN,125,85,terrible,0.07,0
20180116,EN,118,85,terrible,0.066,0
20180116,EN,123,75,bad,0.078,0
20180116,EN,115,80,terrible,0.065,0
20180116,EN,108,84,terrible,0.059000000000000004,0
20180116,EN,108,74,bad,0.064,0
20180116,WN,116,86,terrible,0.075,0
20180116,WN,137,75,bad,0.07200000000000001,0
20180116,WN,107,81,terrible,0.08900000000000001,0
20180116,CENTER,100,88,terrible,0.065,0
20180116,CENTER,97,74,bad,0.07400000000000001,0
20180116,CENTER,99,76,terrible,0.07400000000000001,0
20180117,EN,106,79,terrible,0.054000000000000006,0
20180117,ES,119,96,terrible,0.06,0
20180117,ES,123,89,terrible,0.057,0
20180117,ES,129,92,terrible,0.052000000000000005,0
20180117,ES,100,89,terrible,0.06,0
20180117,WS,98,90,terrible,0.055,0
20180117,WS,110,89,terrible,0.062,0
20180117,WS,108,102,terrible,0.062,0
20180117,WS,115,106,terrible,0.063,0
20180117,WS,121,101,terrible,0.048,1
20180117,WS,124,95,terrible,0.039,1
20180117,WS,99,84,terrible,0.054000000000000006,0
20180117,EN,101,69,bad,0.049,1
20180117,EN,113,81,terrible,0.05,1
20180117,EN,109,90,terrible,0.049,1
20180117,EN,126,78,terrible,0.057999999999999996,0
20180117,EN,116,89,terrible,0.055,0
20180117,EN,114,94,terrible,0.051,0
20180117,EN,119,86,terrible,0.066,0
20180117,WN,122,93,terrible,0.06,0
20180117,WN,134,77,terrible,0.057,0
20180117,WN,102,86,terrible,0.068,0
20180117,CENTER,111,95,terrible,0.053,0
20180117,CENTER,99,78,terrible,0.057,0
20180117,CENTER,96,78,terrible,0.057999999999999996,0
20180118,WN,94,65,bad,0.055,0
20180118,ES,94,65,bad,0.044000000000000004,1
20180118,ES,99,57,bad,0.037000000000000005,1
20180118,ES,100,64,bad,0.034,1
20180118,ES,75,60,bad,0.04,1
20180118,WS,77,60,bad,0.040999999999999995,1
20180118,WS,82,58,bad,0.040999999999999995,1
20180118,WS,75,63,bad,0.039,1
20180118,WS,82,66,bad,0.039,1
20180118,WS,95,66,bad,0.038,1
20180118,WS,94,65,bad,0.028999999999999998,1
20180118,WS,77,61,bad,0.042,1
20180118,CENTER,85,66,bad,0.04,1
20180118,CENTER,78,56,bad,0.039,1
20180118,CENTER,80,56,bad,0.04,1
20180118,EN,84,54,bad,0.037000000000000005,1
20180118,EN,85,50,bad,0.028999999999999998,1
20180118,EN,94,59,bad,0.033,1
20180118,EN,88,60,bad,0.036000000000000004,1
20180118,EN,98,54,bad,0.04,1
20180118,EN,98,62,bad,0.042,1
20180118,EN,90,61,bad,0.036000000000000004,1
20180118,EN,88,55,bad,0.043,1
20180118,WN,92,63,bad,0.040999999999999995,1
20180118,WN,100,58,bad,0.04,1
20180119,EN,57,27,normal,0.031,1
20180119,ES,70,34,normal,0.040999999999999995,1
20180119,ES,76,29,normal,0.034,1
20180119,ES,65,30,normal,0.033,1
20180119,ES,48,30,normal,0.040999999999999995,1
20180119,WS,50,27,normal,0.04,1
20180119,WS,56,30,normal,0.04,1
20180119,WS,53,31,normal,0.04,1
20180119,WS,57,30,normal,0.039,1
20180119,WS,67,31,normal,0.035,1
20180119,WS,66,32,normal,0.027999999999999997,1
20180119,WS,52,30,normal,0.042,1
20180119,EN,52,23,normal,0.027999999999999997,1
20180119,EN,62,27,normal,0.034,1
20180119,EN,60,26,normal,0.036000000000000004,1
20180119,EN,65,25,normal,0.042,1
20180119,EN,67,30,normal,0.034,1
20180119,EN,64,28,normal,0.034,1
20180119,EN,61,30,normal,0.038,1
20180119,WN,56,29,normal,0.037000000000000005,1
20180119,WN,65,27,normal,0.037000000000000005,1
20180119,WN,59,28,normal,0.044000000000000004,1
20180119,CENTER,53,27,normal,0.037000000000000005,1
20180119,CENTER,51,28,normal,0.038,1
20180119,CENTER,49,26,normal,0.035,1
20180120,CENTER,85,56,bad,0.047,1
20180120,ES,106,63,bad,0.051,0
20180120,ES,120,64,bad,0.043,1
20180120,ES,116,66,bad,0.04,1
20180120,ES,81,58,bad,0.048,1
20180120,WS,93,66,bad,0.045,1
20180120,WS,100,66,bad,0.049,1
20180120,WS,92,71,bad,0.048,1
20180120,WS,101,74,bad,0.048,1
20180120,WS,117,69,bad,0.04,1
20180120,WS,112,71,bad,0.031,1
20180120,WS,100,68,bad,0.047,1
20180120,EN,89,53,bad,0.048,1
20180120,EN,96,52,bad,0.051,0
20180120,EN,106,61,bad,0.049,1
20180120,EN,103,65,bad,0.049,1
20180120,EN,110,56,bad,0.055999999999999994,0
20180120,EN,109,63,bad,0.051,0
20180120,EN,104,62,bad,0.042,1
20180120,EN,101,57,bad,0.051,0
20180120,WN,101,65,bad,0.047,1
20180120,WN,116,62,bad,0.047,1
20180120,WN,107,65,bad,0.061,0
20180120,CENTER,93,65,bad,0.046,1
20180120,CENTER,86,56,bad,0.053,0
20180121,WN,62,32,normal,0.038,1
20180121,ES,78,44,bad,0.04,1
20180121,ES,84,38,bad,0.033,1
20180121,ES,79,41,bad,0.039,1
20180121,ES,53,38,bad,0.040999999999999995,1
20180121,WS,54,35,normal,0.039,1
20180121,WS,66,42,bad,0.048,1
20180121,WS,58,43,bad,0.045,1
20180121,WS,68,46,bad,0.049,1
20180121,WS,68,37,bad,0.035,1
20180121,WS,70,41,bad,0.028999999999999998,1
20180121,WS,57,35,normal,0.039,1
20180121,EN,58,32,normal,0.033,1
20180121,EN,48,23,normal,0.027999999999999997,1
20180121,EN,64,30,normal,0.033,1
20180121,EN,57,30,normal,0.038,1
20180121,EN,66,30,normal,0.043,1
20180121,EN,67,33,normal,0.031,1
20180121,EN,64,34,normal,0.036000000000000004,1
20180121,EN,65,36,bad,0.039,1
20180121,WN,60,38,bad,0.039,1
20180121,WN,51,27,normal,0.045,1
20180121,CENTER,56,35,normal,0.038,1
20180121,CENTER,52,33,normal,0.039,1
20180121,CENTER,54,35,normal,0.039,1
20180122,CENTER,38,21,normal,0.05,1
20180122,ES,55,27,normal,0.048,1
20180122,ES,63,29,normal,0.042,1
20180122,ES,58,27,normal,0.044000000000000004,1
20180122,ES,38,28,normal,0.05,1
20180122,WS,41,24,normal,0.049,1
20180122,WS,42,25,normal,0.055,0
20180122,WS,41,25,normal,0.055,0
20180122,WS,47,26,normal,0.053,0
20180122,WS,50,24,normal,0.042,1
20180122,WS,51,26,normal,0.033,1
20180122,WS,46,27,normal,0.053,0
20180122,EN,46,23,normal,0.048,1
20180122,EN,38,18,normal,0.047,1
20180122,EN,49,22,normal,0.044000000000000004,1
20180122,EN,51,26,normal,0.046,1
20180122,EN,53,23,normal,0.055999999999999994,0
20180122,EN,55,25,normal,0.044000000000000004,1
20180122,EN,51,26,normal,0.042,1
20180122,EN,48,28,normal,0.048,1
20180122,WN,44,24,normal,0.05,1
20180122,CENTER,38,21,normal,0.05,1
20180122,WN,45,19,normal,0.045,1
20180122,WN,42,20,normal,0.057999999999999996,0
20180122,CENTER,43,24,normal,0.047,1
20180123,CENTER,20,11,good,0.013000000000000001,1
20180123,ES,25,13,good,0.015,1
20180123,ES,26,11,good,0.013000000000000001,1
20180123,ES,26,14,good,0.013000000000000001,1
20180123,ES,19,12,good,0.015,1
20180123,WS,21,11,good,0.016,1
20180123,WS,24,12,good,0.019,1
20180123,WS,22,12,good,0.017,1
20180123,WS,25,11,good,0.016,1
20180123,WS,27,14,good,0.019,1
20180123,WS,27,14,good,0.011000000000000001,1
20180123,WS,21,12,good,0.013999999999999999,1
20180123,EN,24,11,good,0.011000000000000001,1
20180123,EN,18,8,good,0.006999999999999999,1
20180123,EN,23,10,good,0.008,1
20180123,EN,27,12,good,0.013000000000000001,1
20180123,EN,27,12,good,0.015,1
20180123,EN,29,14,good,0.013999999999999999,1
20180123,EN,24,11,good,0.013000000000000001,1
20180123,EN,25,13,good,0.015,1
20180123,WN,24,13,good,0.013999999999999999,1
20180123,WN,24,11,good,0.015,1
20180123,WN,27,12,good,0.02,1
20180123,CENTER,22,12,good,0.015,1
20180123,CENTER,21,12,good,0.015,1
20180124,CENTER,25,10,good,0.013000000000000001,1
20180124,ES,32,11,good,0.017,1
20180124,ES,33,9,good,0.013999999999999999,1
20180124,ES,33,12,good,0.015,1
20180124,ES,22,10,good,0.016,1
20180124,WS,26,9,good,0.016,1
20180124,WS,28,10,good,0.019,1
20180124,WS,24,9,good,0.018000000000000002,1
20180124,WS,30,9,good,0.015,1
20180124,WS,33,13,good,0.02,1
20180124,WS,34,15,good,0.011000000000000001,1
20180124,WS,24,11,good,0.013000000000000001,1
20180124,EN,29,10,good,0.013000000000000001,1
20180124,EN,25,7,good,0.008,1
20180124,EN,33,10,good,0.009000000000000001,1
20180124,EN,32,11,good,0.013999999999999999,1
20180124,EN,29,10,good,0.015,1
20180124,EN,33,11,good,0.015,1
20180124,EN,33,10,good,0.011000000000000001,1
20180124,EN,29,9,good,0.016,1
20180124,WN,27,12,good,0.013999999999999999,1
20180124,WN,33,10,good,0.016,1
20180124,WN,38,12,good,0.024,1
20180124,CENTER,28,10,good,0.016,1
20180124,CENTER,26,10,good,0.015,1
20180125,EN,20,8,good,0.009000000000000001,1
20180125,ES,26,13,good,0.02,1
20180125,ES,25,11,good,0.015,1
20180125,ES,27,13,good,0.017,1
20180125,ES,18,12,good,0.019,1
20180125,WS,21,11,good,0.017,1
20180125,WS,24,12,good,0.022000000000000002,1
20180125,WS,21,11,good,0.022000000000000002,1
20180125,WS,26,12,good,0.019,1
20180125,WS,27,14,good,0.023,1
20180125,WS,26,14,good,0.013000000000000001,1
20180125,WS,22,12,good,0.015,1
20180125,EN,25,12,good,0.013000000000000001,1
20180125,EN,25,11,good,0.009000000000000001,1
20180125,EN,25,12,good,0.016,1
20180125,EN,21,11,good,0.016,1
20180125,EN,22,11,good,0.02,1
20180125,EN,25,11,good,0.015,1
20180125,EN,24,11,good,0.018000000000000002,1
20180125,WN,24,14,good,0.015,1
20180125,WN,25,11,good,0.018000000000000002,1
20180125,WN,27,13,good,0.024,1
20180125,CENTER,24,11,good,0.019,1
20180125,CENTER,22,12,good,0.017,1
20180125,CENTER,21,12,good,0.013999999999999999,1
20180126,EN,34,20,normal,0.016,1
20180126,ES,35,22,normal,0.023,1
20180126,ES,34,19,normal,0.018000000000000002,1
20180126,ES,36,21,normal,0.019,1
20180126,ES,24,20,normal,0.022000000000000002,1
20180126,WS,29,19,normal,0.021,1
20180126,WS,32,20,normal,0.024,1
20180126,WS,30,21,normal,0.024,1
20180126,WS,35,20,normal,0.021,1
20180126,WS,36,21,normal,0.024,1
20180126,WS,37,22,normal,0.013999999999999999,1
20180126,WS,32,17,normal,0.018000000000000002,1
20180126,EN,30,15,good,0.011000000000000001,1
20180126,EN,33,19,normal,0.012,1
20180126,EN,32,19,normal,0.018000000000000002,1
20180126,EN,29,18,normal,0.019,1
20180126,EN,29,17,normal,0.024,1
20180126,EN,32,20,normal,0.016,1
20180126,EN,32,18,normal,0.021,1
20180126,WN,34,23,normal,0.016,1
20180126,WN,34,18,normal,0.021,1
20180126,WN,36,21,normal,0.025,1
20180126,CENTER,30,17,normal,0.021,1
20180126,CENTER,28,18,normal,0.019,1
20180126,CENTER,28,18,normal,0.016,1
20180127,CENTER,38,22,normal,0.039,1
20180127,ES,50,33,normal,0.044000000000000004,1
20180127,ES,48,26,normal,0.038,1
20180127,ES,49,28,normal,0.038,1
20180127,ES,34,32,normal,0.044000000000000004,1
20180127,WS,39,27,normal,0.039,1
20180127,WS,42,29,normal,0.046,1
20180127,WS,38,26,normal,0.044000000000000004,1
